Receiver Serial Number,Three-Digit Line-Counter,Date/Time,Transmitter Code-Space,Transmitter ID Number,Signal Level (dB),Noise-Level (dB),Channel,Distance (m),Sensor GPS Coords,Tag GPS Coords
457012,000,2021-07-22 11:00:00,A69-1602,65477,82.0,38.5,#97,0,"(33.480503,-117.733113)","(33.480447,-117.734242)"
457012,000,2021-07-22 11:00:00.069978,A69-1602,65477,82.0,38.5,#97,104.96680787343757,"(33.480503,-117.733113)","(33.480526999999995,-117.734242)"
457012,000,2021-07-22 11:00:08.249377,A69-1602,65477,82.0,38.5,#97,105.56509870847131,"(33.480503,-117.733113)","(33.48060699999999,-117.734242)"
457012,000,2021-07-22 11:00:16.429266,A69-1602,65477,82.0,38.5,#97,106.89907001193352,"(33.480503,-117.733113)","(33.48068699999999,-117.734242)"
457012,000,2021-07-22 11:00:24.609628,A69-1602,65477,82.0,38.5,#97,108.94170034423409,"(33.480503,-117.733113)","(33.480766999999986,-117.734242)"
457012,000,2021-07-22 11:00:32.790436,A69-1602,65477,82.0,38.5,#97,111.65410330203112,"(33.480503,-117.733113)","(33.48084699999998,-117.734242)"
457012,000,2021-07-22 11:00:40.971659,A69-1602,65477,82.0,38.5,#97,114.9888921042252,"(33.480503,-117.733113)","(33.48092699999998,-117.734242)"
457012,000,2021-07-22 11:00:49.153262,A69-1602,65477,82.0,38.5,#97,118.89370735550465,"(33.480503,-117.733113)","(33.48100699999998,-117.734242)"
457012,000,2021-07-22 11:00:57.335210,A69-1602,65477,82.0,38.5,#97,123.31441040984237,"(33.480503,-117.733113)","(33.481086999999974,-117.734242)"
457012,000,2021-07-22 11:01:05.517465,A69-1602,65477,82.0,38.5,#97,128.1976435500988,"(33.480503,-117.733113)","(33.48116699999997,-117.734242)"
457012,000,2021-07-22 11:01:13.699995,A69-1602,65477,82.0,38.5,#97,133.49265764574517,"(33.480503,-117.733113)","(33.48124699999997,-117.734242)"
457012,000,2021-07-22 11:01:21.882768,A69-1602,65477,82.0,38.5,#97,139.15245352338007,"(33.480503,-117.733113)","(33.481326999999965,-117.734242)"
457012,000,2021-07-22 11:01:30.065756,A69-1602,65477,82.0,38.5,#97,145.1343613582781,"(33.480503,-117.733113)","(33.48140699999996,-117.734242)"
457012,000,2021-07-22 11:01:38.248933,A69-1602,65477,82.0,38.5,#97,151.4002055084473,"(33.480503,-117.733113)","(33.48148699999996,-117.734242)"
457012,000,2021-07-22 11:01:46.432277,A69-1602,65477,82.0,38.5,#97,157.9161912844767,"(33.480503,-117.733113)","(33.481566999999956,-117.734242)"
457012,000,2021-07-22 11:01:54.615768,A69-1602,65477,82.0,38.5,#97,164.65262396592436,"(33.480503,-117.733113)","(33.48164699999995,-117.734242)"
457012,000,2021-07-22 11:02:02.799389,A69-1602,65477,82.0,38.5,#97,171.58354105715836,"(33.480503,-117.733113)","(33.48172699999995,-117.734242)"
457012,000,2021-07-22 11:02:10.983124,A69-1602,65477,82.0,38.5,#97,178.68631291778246,"(33.480503,-117.733113)","(33.48180699999995,-117.734242)"
457012,000,2021-07-22 11:02:19.166961,A69-1602,65477,82.0,38.5,#97,185.94124655904287,"(33.480503,-117.733113)","(33.481886999999944,-117.734242)"
457012,000,2021-07-22 11:02:27.350887,A69-1602,65477,82.0,38.5,#97,193.33121271848637,"(33.480503,-117.733113)","(33.48196699999994,-117.734242)"
457012,000,2021-07-22 11:02:35.534894,A69-1602,65477,82.0,38.5,#97,200.8413063809689,"(33.480503,-117.733113)","(33.48204699999994,-117.734242)"
457012,000,2021-07-22 11:02:43.718972,A69-1602,65477,82.0,38.5,#97,208.45854453792958,"(33.480503,-117.733113)","(33.482126999999934,-117.734242)"
457012,000,2021-07-22 11:02:51.903114,A69-1602,65477,82.0,38.5,#97,216.17160114680306,"(33.480503,-117.733113)","(33.48220699999993,-117.734242)"
457012,000,2021-07-22 11:03:00.087314,A69-1602,65477,82.0,38.5,#97,223.97057710831305,"(33.480503,-117.733113)","(33.48228699999993,-117.734242)"
457012,000,2021-07-22 11:03:08.271565,A69-1602,65477,82.0,38.5,#97,231.8468020058681,"(33.480503,-117.733113)","(33.482366999999925,-117.734242)"
457012,000,2021-07-22 11:03:16.455862,A69-1602,65477,82.0,38.5,#97,239.79266402221575,"(33.480503,-117.733113)","(33.48244699999992,-117.734242)"
457012,000,2021-07-22 11:03:24.640201,A69-1602,65477,82.0,38.5,#97,247.8014644274899,"(33.480503,-117.733113)","(33.48252699999992,-117.734242)"
457012,000,2021-07-22 11:03:32.824578,A69-1602,65477,82.0,38.5,#97,255.86729327170931,"(33.480503,-117.733113)","(33.482606999999916,-117.734242)"
457012,000,2021-07-22 11:03:41.008990,A69-1602,65477,82.0,38.5,#97,263.98492325591826,"(33.480503,-117.733113)","(33.48268699999991,-117.734242)"
457012,000,2021-07-22 11:03:49.193433,A69-1602,65477,82.0,38.5,#97,272.1497190882789,"(33.480503,-117.733113)","(33.48276699999991,-117.734242)"
457012,000,2021-07-22 11:03:57.377905,A69-1602,65477,82.0,38.5,#97,280.35756000468405,"(33.480503,-117.733113)","(33.48284699999991,-117.734242)"
457012,000,2021-07-22 11:04:05.562403,A69-1602,65477,82.0,38.5,#97,288.60477347021566,"(33.480503,-117.733113)","(33.482926999999904,-117.734242)"
457012,000,2021-07-22 11:04:13.746925,A69-1602,65477,82.0,38.5,#97,296.8880783372452,"(33.480503,-117.733113)","(33.4830069999999,-117.734242)"
457012,000,2021-07-22 11:04:21.931470,A69-1602,65477,82.0,38.5,#97,305.2045360470007,"(33.480503,-117.733113)","(33.4830869999999,-117.734242)"
457012,000,2021-07-22 11:04:30.116034,A69-1602,65477,82.0,38.5,#97,313.5515086449198,"(33.480503,-117.733113)","(33.483166999999895,-117.734242)"
457012,000,2021-07-22 11:04:38.300618,A69-1602,65477,82.0,38.5,#97,321.92662255825223,"(33.480503,-117.733113)","(33.48324699999989,-117.734242)"
457012,000,2021-07-22 11:04:46.485218,A69-1602,65477,82.0,38.5,#97,330.3277373249228,"(33.480503,-117.733113)","(33.48332699999989,-117.734242)"
457012,000,2021-07-22 11:04:54.669835,A69-1602,65477,82.0,38.5,#97,338.7529184855373,"(33.480503,-117.733113)","(33.483406999999886,-117.734242)"
457012,000,2021-07-22 11:05:02.854467,A69-1602,65477,82.0,38.5,#97,347.20041406389225,"(33.480503,-117.733113)","(33.48348699999988,-117.734242)"
457012,000,2021-07-22 11:05:11.039112,A69-1602,65477,82.0,38.5,#97,355.6686341014749,"(33.480503,-117.733113)","(33.48356699999988,-117.734242)"
457012,000,2021-07-22 11:05:19.223771,A69-1602,65477,82.0,38.5,#97,364.1561328087467,"(33.480503,-117.733113)","(33.48364699999988,-117.734242)"
457012,000,2021-07-22 11:05:27.408441,A69-1602,65477,82.0,38.5,#97,372.6615929579774,"(33.480503,-117.733113)","(33.483726999999874,-117.734242)"
457012,000,2021-07-22 11:05:35.593123,A69-1602,65477,82.0,38.5,#97,381.1838122241883,"(33.480503,-117.733113)","(33.48380699999987,-117.734242)"
457012,000,2021-07-22 11:05:43.777814,A69-1602,65477,82.0,38.5,#97,389.72169117954184,"(33.480503,-117.733113)","(33.48388699999987,-117.734242)"
457012,000,2021-07-22 11:05:51.962516,A69-1602,65477,82.0,38.5,#97,398.27422273456716,"(33.480503,-117.733113)","(33.483966999999865,-117.734242)"
457012,000,2021-07-22 11:06:00.147227,A69-1602,65477,82.0,38.5,#97,406.8404828245326,"(33.480503,-117.733113)","(33.48404699999986,-117.734242)"
457012,000,2021-07-22 11:06:08.331946,A69-1602,65477,82.0,38.5,#97,415.4196221788275,"(33.480503,-117.733113)","(33.48412699999986,-117.734242)"
457012,000,2021-07-22 11:06:16.516674,A69-1602,65477,82.0,38.5,#97,424.01085903591905,"(33.480503,-117.733113)","(33.484206999999856,-117.734242)"
457012,000,2021-07-22 11:06:24.701409,A69-1602,65477,82.0,38.5,#97,432.6134726742915,"(33.480503,-117.733113)","(33.48428699999985,-117.734242)"
457012,000,2021-07-22 11:06:32.886151,A69-1602,65477,82.0,38.5,#97,441.22679765762007,"(33.480503,-117.733113)","(33.48436699999985,-117.734242)"
457012,000,2021-07-22 11:06:41.070900,A69-1602,65477,82.0,38.5,#97,449.8502187220981,"(33.480503,-117.733113)","(33.48444699999985,-117.734242)"
457012,000,2021-07-22 11:06:49.255655,A69-1602,65477,82.0,38.5,#97,458.4831661978772,"(33.480503,-117.733113)","(33.484526999999844,-117.734242)"
457012,000,2021-07-22 11:06:57.440417,A69-1602,65477,82.0,38.5,#97,467.1251119161688,"(33.480503,-117.733113)","(33.48460699999984,-117.734242)"
457012,000,2021-07-22 11:07:05.625184,A69-1602,65477,82.0,38.5,#97,475.77556555119656,"(33.480503,-117.733113)","(33.48468699999984,-117.734242)"
457012,000,2021-07-22 11:07:13.809956,A69-1602,65477,82.0,38.5,#97,484.4340713393865,"(33.480503,-117.733113)","(33.484766999999835,-117.734242)"
457012,000,2021-07-22 11:07:21.994733,A69-1602,65477,82.0,38.5,#97,493.1002051168269,"(33.480503,-117.733113)","(33.48484699999983,-117.734242)"
457012,000,2021-07-22 11:07:30.179516,A69-1602,65477,82.0,38.5,#97,501.77357165873184,"(33.480503,-117.733113)","(33.48492699999983,-117.734242)"
457012,000,2021-07-22 11:07:38.364303,A69-1602,65477,82.0,38.5,#97,510.45380228629836,"(33.480503,-117.733113)","(33.485006999999825,-117.734242)"
457012,000,2021-07-22 11:07:46.549094,A69-1602,65477,82.0,38.5,#97,519.1405526929344,"(33.480503,-117.733113)","(33.48508699999982,-117.734242)"
457012,000,2021-07-22 11:07:54.733889,A69-1602,65477,82.0,38.5,#97,527.833500991949,"(33.480503,-117.733113)","(33.48516699999982,-117.734242)"
457012,000,2021-07-22 11:08:02.918688,A69-1602,65477,82.0,38.5,#97,536.532345932031,"(33.480503,-117.733113)","(33.485246999999816,-117.734242)"
457012,000,2021-07-22 11:08:11.103491,A69-1602,65477,82.0,38.5,#97,545.2368052879289,"(33.480503,-117.733113)","(33.48532699999981,-117.734242)"
457012,000,2021-07-22 11:08:19.288298,A69-1602,65477,82.0,38.5,#97,553.9466143991383,"(33.480503,-117.733113)","(33.48540699999981,-117.734242)"
457012,000,2021-07-22 11:08:27.473108,A69-1602,65477,82.0,38.5,#97,562.6615248343393,"(33.480503,-117.733113)","(33.48548699999981,-117.734242)"
457012,000,2021-07-22 11:08:35.657921,A69-1602,65477,82.0,38.5,#97,571.381303176981,"(33.480503,-117.733113)","(33.485566999999804,-117.734242)"
457012,000,2021-07-22 11:08:43.842737,A69-1602,65477,82.0,38.5,#97,580.1057299189695,"(33.480503,-117.733113)","(33.4856469999998,-117.734242)"
457012,000,2021-07-22 11:08:52.027556,A69-1602,65477,82.0,38.5,#97,588.834598446548,"(33.480503,-117.733113)","(33.4857269999998,-117.734242)"
457012,000,2021-07-22 11:09:00.212378,A69-1602,65477,82.0,38.5,#97,597.5677141158766,"(33.480503,-117.733113)","(33.485806999999795,-117.734242)"
457012,000,2021-07-22 11:09:08.397203,A69-1602,65477,82.0,38.5,#97,606.3048934095327,"(33.480503,-117.733113)","(33.48588699999979,-117.734242)"
457012,000,2021-07-22 11:09:16.582031,A69-1602,65477,82.0,38.5,#97,615.0459631509204,"(33.480503,-117.733113)","(33.48596699999979,-117.734242)"
457012,000,2021-07-22 11:09:24.766861,A69-1602,65477,82.0,38.5,#97,623.790759795689,"(33.480503,-117.733113)","(33.486046999999786,-117.734242)"
457012,000,2021-07-22 11:09:32.951693,A69-1602,65477,82.0,38.5,#97,632.5391287779032,"(33.480503,-117.733113)","(33.48612699999978,-117.734242)"
457012,000,2021-07-22 11:09:41.136527,A69-1602,65477,82.0,38.5,#97,641.2909239021309,"(33.480503,-117.733113)","(33.48620699999978,-117.734242)"
457012,000,2021-07-22 11:09:49.321364,A69-1602,65477,82.0,38.5,#97,650.0460067902952,"(33.480503,-117.733113)","(33.48628699999978,-117.734242)"
457012,000,2021-07-22 11:09:57.506203,A69-1602,65477,82.0,38.5,#97,658.8042463726558,"(33.480503,-117.733113)","(33.486366999999774,-117.734242)"
457012,000,2021-07-22 11:10:05.691044,A69-1602,65477,82.0,38.5,#97,667.5655184067111,"(33.480503,-117.733113)","(33.48644699999977,-117.734242)"
457012,000,2021-07-22 11:10:13.875886,A69-1602,65477,82.0,38.5,#97,676.3297050494438,"(33.480503,-117.733113)","(33.48652699999977,-117.734242)"
457012,000,2021-07-22 11:10:22.060731,A69-1602,65477,82.0,38.5,#97,685.0966944489818,"(33.480503,-117.733113)","(33.486606999999765,-117.734242)"
457012,000,2021-07-22 11:10:30.245578,A69-1602,65477,82.0,38.5,#97,693.8663803722853,"(33.480503,-117.733113)","(33.48668699999976,-117.734242)"
457012,000,2021-07-22 11:10:38.430426,A69-1602,65477,82.0,38.5,#97,702.6386618551104,"(33.480503,-117.733113)","(33.48676699999976,-117.734242)"
457012,000,2021-07-22 11:10:46.615276,A69-1602,65477,82.0,38.5,#97,711.4134428883303,"(33.480503,-117.733113)","(33.486846999999756,-117.734242)"
457012,000,2021-07-22 11:10:54.800127,A69-1602,65477,82.0,38.5,#97,720.1906321095653,"(33.480503,-117.733113)","(33.48692699999975,-117.734242)"
457012,000,2021-07-22 11:11:02.984980,A69-1602,65477,82.0,38.5,#97,728.970142539677,"(33.480503,-117.733113)","(33.48700699999975,-117.734242)"
457012,000,2021-07-22 11:11:11.169835,A69-1602,65477,82.0,38.5,#97,737.7518913097161,"(33.480503,-117.733113)","(33.48708699999975,-117.734242)"
457012,000,2021-07-22 11:11:19.354691,A69-1602,65477,82.0,38.5,#97,746.535799434506,"(33.480503,-117.733113)","(33.487166999999744,-117.734242)"
457012,000,2021-07-22 11:11:27.539548,A69-1602,65477,82.0,38.5,#97,755.3217915823344,"(33.480503,-117.733113)","(33.48724699999974,-117.734242)"
457012,000,2021-07-22 11:11:35.724407,A69-1602,65477,82.0,38.5,#97,764.1097958668965,"(33.480503,-117.733113)","(33.48732699999974,-117.734242)"
457012,000,2021-07-22 11:11:43.909266,A69-1602,65477,82.0,38.5,#97,772.8997436604488,"(33.480503,-117.733113)","(33.487406999999735,-117.734242)"
457012,000,2021-07-22 11:11:52.094128,A69-1602,65477,82.0,38.5,#97,781.691569399869,"(33.480503,-117.733113)","(33.48748699999973,-117.734242)"
457012,000,2021-07-22 11:12:00.278990,A69-1602,65477,82.0,38.5,#97,790.4852104315996,"(33.480503,-117.733113)","(33.48756699999973,-117.734242)"
457012,000,2021-07-22 11:12:08.463854,A69-1602,65477,82.0,38.5,#97,799.280606846678,"(33.480503,-117.733113)","(33.487646999999725,-117.734242)"
457012,000,2021-07-22 11:12:16.648718,A69-1602,65477,82.0,38.5,#97,808.0777013249802,"(33.480503,-117.733113)","(33.48772699999972,-117.734242)"
457012,000,2021-07-22 11:12:24.833584,A69-1602,65477,82.0,38.5,#97,816.8764390136895,"(33.480503,-117.733113)","(33.48780699999972,-117.734242)"
457012,000,2021-07-22 11:12:33.018451,A69-1602,65477,82.0,38.5,#97,825.6767673824843,"(33.480503,-117.733113)","(33.487886999999716,-117.734242)"
457012,000,2021-07-22 11:12:41.203319,A69-1602,65477,82.0,38.5,#97,834.4786361115592,"(33.480503,-117.733113)","(33.48796699999971,-117.734242)"
457012,000,2021-07-22 11:12:49.388188,A69-1602,65477,82.0,38.5,#97,843.2819969690551,"(33.480503,-117.733113)","(33.48804699999971,-117.734242)"
457012,000,2021-07-22 11:12:57.573058,A69-1602,65477,82.0,38.5,#97,852.0868037125073,"(33.480503,-117.733113)","(33.48812699999971,-117.734242)"
457012,000,2021-07-22 11:13:05.757929,A69-1602,65477,82.0,38.5,#97,860.8930119804073,"(33.480503,-117.733113)","(33.488206999999704,-117.734242)"
457012,000,2021-07-22 11:13:13.942800,A69-1602,65477,82.0,38.5,#97,869.7005792028255,"(33.480503,-117.733113)","(33.4882869999997,-117.734242)"
457012,000,2021-07-22 11:13:22.127673,A69-1602,65477,82.0,38.5,#97,878.5094645113534,"(33.480503,-117.733113)","(33.4883669999997,-117.734242)"
457012,000,2021-07-22 11:13:30.312546,A69-1602,65477,82.0,38.5,#97,887.3196286539575,"(33.480503,-117.733113)","(33.488446999999695,-117.734242)"
457012,000,2021-07-22 11:13:38.497421,A69-1602,65477,82.0,38.5,#97,896.1310339151606,"(33.480503,-117.733113)","(33.48852699999969,-117.734242)"
457012,000,2021-07-22 11:13:46.682296,A69-1602,65477,82.0,38.5,#97,904.9436440432772,"(33.480503,-117.733113)","(33.48860699999969,-117.734242)"
457012,000,2021-07-22 11:13:54.867172,A69-1602,65477,82.0,38.5,#97,913.7574241811691,"(33.480503,-117.733113)","(33.488686999999686,-117.734242)"
457012,000,2021-07-22 11:14:03.052048,A69-1602,65477,82.0,38.5,#97,922.5723408019736,"(33.480503,-117.733113)","(33.48876699999968,-117.734242)"
457012,000,2021-07-22 11:14:11.236926,A69-1602,65477,82.0,38.5,#97,931.3883616370239,"(33.480503,-117.733113)","(33.48884699999968,-117.734242)"
457012,000,2021-07-22 11:14:19.421804,A69-1602,65477,82.0,38.5,#97,940.2054556317204,"(33.480503,-117.733113)","(33.48892699999968,-117.734242)"
457012,000,2021-07-22 11:14:27.606682,A69-1602,65477,82.0,38.5,#97,949.0235928752095,"(33.480503,-117.733113)","(33.489006999999674,-117.734242)"
457012,000,2021-07-22 11:14:35.791562,A69-1602,65477,82.0,38.5,#97,957.8427445576699,"(33.480503,-117.733113)","(33.48908699999967,-117.734242)"
457012,000,2021-07-22 11:14:43.976442,A69-1602,65477,82.0,38.5,#97,966.6628829187214,"(33.480503,-117.733113)","(33.48916699999967,-117.734242)"
457012,000,2021-07-22 11:14:52.161323,A69-1602,65477,82.0,38.5,#97,975.4839811955111,"(33.480503,-117.733113)","(33.489246999999665,-117.734242)"
457012,000,2021-07-22 11:15:00.346204,A69-1602,65477,82.0,38.5,#97,984.306013586679,"(33.480503,-117.733113)","(33.48932699999966,-117.734242)"
457012,000,2021-07-22 11:15:08.531086,A69-1602,65477,82.0,38.5,#97,993.12895519937,"(33.480503,-117.733113)","(33.48940699999966,-117.734242)"
457012,000,2021-07-22 11:15:16.715969,A69-1602,65477,82.0,38.5,#97,1001.9527820174554,"(33.480503,-117.733113)","(33.489486999999656,-117.734242)"
457012,000,2021-07-22 11:15:24.900852,A69-1602,65477,82.0,38.5,#97,1010.777470862309,"(33.480503,-117.733113)","(33.48956699999965,-117.734242)"
457012,000,2021-07-22 11:15:33.085735,A69-1602,65477,82.0,38.5,#97,1019.6029993539609,"(33.480503,-117.733113)","(33.48964699999965,-117.734242)"
457012,000,2021-07-22 11:15:41.270620,A69-1602,65477,82.0,38.5,#97,1028.4293458778948,"(33.480503,-117.733113)","(33.48972699999965,-117.734242)"
457012,000,2021-07-22 11:15:49.455504,A69-1602,65477,82.0,38.5,#97,1037.2564895557236,"(33.480503,-117.733113)","(33.489806999999644,-117.734242)"
457012,000,2021-07-22 11:15:57.640390,A69-1602,65477,82.0,38.5,#97,1046.0844102102276,"(33.480503,-117.733113)","(33.48988699999964,-117.734242)"
457012,000,2021-07-22 11:16:05.825275,A69-1602,65477,82.0,38.5,#97,1054.9130883377932,"(33.480503,-117.733113)","(33.48996699999964,-117.734242)"
457012,000,2021-07-22 11:16:14.010162,A69-1602,65477,82.0,38.5,#97,1063.742505082279,"(33.480503,-117.733113)","(33.490046999999635,-117.734242)"
457012,000,2021-07-22 11:16:22.195048,A69-1602,65477,82.0,38.5,#97,1072.5726422032253,"(33.480503,-117.733113)","(33.49012699999963,-117.734242)"
457012,000,2021-07-22 11:16:30.379936,A69-1602,65477,82.0,38.5,#97,1081.403482058548,"(33.480503,-117.733113)","(33.49020699999963,-117.734242)"
457012,000,2021-07-22 11:16:38.564823,A69-1602,65477,82.0,38.5,#97,1090.2350075752151,"(33.480503,-117.733113)","(33.490286999999626,-117.734242)"
457012,000,2021-07-22 11:16:46.749711,A69-1602,65477,82.0,38.5,#97,1099.0672022259362,"(33.480503,-117.733113)","(33.49036699999962,-117.734242)"
457012,000,2021-07-22 11:16:54.934600,A69-1602,65477,82.0,38.5,#97,1107.9000500114962,"(33.480503,-117.733113)","(33.49044699999962,-117.734242)"
457012,000,2021-07-22 11:17:03.119489,A69-1602,65477,82.0,38.5,#97,1116.7335354356899,"(33.480503,-117.733113)","(33.49052699999962,-117.734242)"
457012,000,2021-07-22 11:17:11.304378,A69-1602,65477,82.0,38.5,#97,1125.5676434869351,"(33.480503,-117.733113)","(33.49060699999961,-117.734242)"
457012,000,2021-07-22 11:17:19.489268,A69-1602,65477,82.0,38.5,#97,1134.4023596266338,"(33.480503,-117.733113)","(33.49068699999961,-117.734242)"
457012,000,2021-07-22 11:17:27.674158,A69-1602,65477,82.0,38.5,#97,1143.2376697563066,"(33.480503,-117.733113)","(33.49076699999961,-117.734242)"
457012,000,2021-07-22 11:17:35.859049,A69-1602,65477,82.0,38.5,#97,1152.0735602140692,"(33.480503,-117.733113)","(33.490846999999604,-117.734242)"
457012,000,2021-07-22 11:17:44.043940,A69-1602,65477,82.0,38.5,#97,1160.9100177506127,"(33.480503,-117.733113)","(33.4909269999996,-117.734242)"
457012,000,2021-07-22 11:17:52.228831,A69-1602,65477,82.0,38.5,#97,1169.7470295171904,"(33.480503,-117.733113)","(33.4910069999996,-117.734242)"
457012,000,2021-07-22 11:18:00.413723,A69-1602,65477,82.0,38.5,#97,1178.5845830504286,"(33.480503,-117.733113)","(33.491086999999595,-117.734242)"
457012,000,2021-07-22 11:18:08.598615,A69-1602,65477,82.0,38.5,#97,1187.4226662560823,"(33.480503,-117.733113)","(33.49116699999959,-117.734242)"
457012,000,2021-07-22 11:18:16.783508,A69-1602,65477,82.0,38.5,#97,1196.2612673949009,"(33.480503,-117.733113)","(33.49124699999959,-117.734242)"
457012,000,2021-07-22 11:18:24.968400,A69-1602,65477,82.0,38.5,#97,1205.1003750769792,"(33.480503,-117.733113)","(33.491326999999586,-117.734242)"
457012,000,2021-07-22 11:18:33.153293,A69-1602,65477,82.0,38.5,#97,1213.9399782380958,"(33.480503,-117.733113)","(33.49140699999958,-117.734242)"
457012,000,2021-07-22 11:18:41.338187,A69-1602,65477,82.0,38.5,#97,1222.7800661340466,"(33.480503,-117.733113)","(33.49148699999958,-117.734242)"
457012,000,2021-07-22 11:18:49.523080,A69-1602,65477,82.0,38.5,#97,1231.6206283304223,"(33.480503,-117.733113)","(33.49156699999958,-117.734242)"
457012,000,2021-07-22 11:18:57.707974,A69-1602,65477,82.0,38.5,#97,1240.461654691281,"(33.480503,-117.733113)","(33.491646999999574,-117.734242)"
457012,000,2021-07-22 11:19:05.892869,A69-1602,65477,82.0,38.5,#97,1249.3031353615083,"(33.480503,-117.733113)","(33.49172699999957,-117.734242)"
457012,000,2021-07-22 11:19:14.077763,A69-1602,65477,82.0,38.5,#97,1258.145060765746,"(33.480503,-117.733113)","(33.49180699999957,-117.734242)"
457012,000,2021-07-22 11:19:22.262658,A69-1602,65477,82.0,38.5,#97,1266.9874215970888,"(33.480503,-117.733113)","(33.491886999999565,-117.734242)"
457012,000,2021-07-22 11:19:30.447553,A69-1602,65477,82.0,38.5,#97,1275.8302088047296,"(33.480503,-117.733113)","(33.49196699999956,-117.734242)"
457012,000,2021-07-22 11:19:38.632449,A69-1602,65477,82.0,38.5,#97,1284.6734135840532,"(33.480503,-117.733113)","(33.49204699999956,-117.734242)"
457012,000,2021-07-22 11:19:46.817345,A69-1602,65477,82.0,38.5,#97,1293.5170273763035,"(33.480503,-117.733113)","(33.492126999999556,-117.734242)"
457012,000,2021-07-22 11:19:55.002241,A69-1602,65477,82.0,38.5,#97,1302.3610418484325,"(33.480503,-117.733113)","(33.49220699999955,-117.734242)"
